profile_pic,username_num_ratio,username_is_numeric,fullname_words,fullname_num_ratio,is_name_number_only,name_equals_username,followers,follows,followers_to_follows_ratio,fake
1,0.0,0,2,0.0,0,0,51145,528,96.68241965973534,0
1,0.0,0,2,0.0,0,0,223,266,0.8352059925093633,0
1,0.0,0,1,0.0,0,0,18842,744,25.291275167785233,0
1,0.0,0,2,0.0,0,0,10240,1255,8.152866242038217,0
1,0.0,0,3,0.0,0,0,539,639,0.8421875,0
1,0.33,0,2,0.0,0,0,399,452,0.8807947019867549,0
1,0.0,0,1,0.0,0,0,581,568,1.0210896309314588,0
1,0.0,0,2,0.0,0,0,417,362,1.1487603305785123,0
1,0.2,0,2,0.0,0,0,266,324,0.8184615384615385,0
1,0.0,0,1,0.0,0,0,33,37,0.868421052631579,0
1,0.0,0,2,0.0,0,0,494,998,0.4944944944944945,0
1,0.0,0,2,0.0,0,0,178,245,0.7235772357723578,0
1,0.0,0,3,0.0,0,0,470,288,1.6262975778546713,0
1,0.33,0,1,0.0,0,0,807,675,1.1937869822485208,0
1,0.0,0,2,0.0,0,0,162,256,0.6303501945525292,0
1,0.06,0,2,0.0,0,0,417,395,1.053030303030303,0
1,0.0,0,3,0.0,0,0,17303,360,47.930747922437675,0
1,0.0,0,2,0.0,0,0,1439,629,2.284126984126984,0
1,0.0,0,2,0.0,0,0,91446,526,173.52182163187857,0
1,0.0,0,1,0.0,0,0,741,1440,0.5142262317834837,0
1,0.0,0,1,0.0,0,0,1267,899,1.4077777777777778,0
1,0.0,0,0,0.0,0,0,4594,1713,2.680280046674446,0
1,0.0,0,1,0.0,0,0,1135,899,1.261111111111111,0
1,0.0,0,2,0.0,0,0,1926,1410,1.3649893692416726,0
1,0.0,0,2,0.0,0,0,1068,1925,0.5545171339563862,0
1,0.0,0,1,0.0,0,0,815,748,1.0881174899866488,0
1,0.0,0,1,0.0,0,0,2556,1074,2.3776744186046512,0
1,0.0,0,1,0.0,0,0,699,599,1.165,0
1,0.0,0,0,0.0,0,0,4328,418,10.329355608591886,0
1,0.0,0,0,0.0,0,0,2487,999,2.487,0
1,0.0,0,3,0.0,0,0,673,438,1.5330296127562641,0
1,0.0,0,2,0.0,0,0,730,413,1.7632850241545894,0
1,0.0,0,0,0.0,0,0,59,55,1.0535714285714286,0
1,0.0,0,3,0.0,0,0,289,222,1.295964125560538,0
1,0.0,0,2,0.0,0,0,3551,173,20.408045977011493,0
1,0.0,0,1,0.0,0,0,19512,591,32.95945945945946,0
1,0.0,0,0,0.0,0,0,2756,638,4.312989045383412,0
1,0.0,0,2,0.0,0,0,5406,589,9.162711864406779,0
1,0.0,0,2,0.0,0,0,796,1155,0.6885813148788927,0
1,0.0,0,1,0.0,0,0,1113,1854,0.6,0
1,0.44,0,1,0.0,0,0,205,164,1.2424242424242424,0
1,0.0,0,1,0.0,0,0,331,333,0.9910179640718563,0
1,0.1,0,1,0.1,0,0,748,4659,0.16051502145922747,0
1,0.0,0,1,0.08,0,0,456,413,1.1014492753623188,0
1,0.0,0,0,0.0,0,0,971,2047,0.47412109375,0
1,0.24,0,1,0.24,0,0,497,438,1.132118451025057,0
1,0.0,0,0,0.0,0,0,193,413,0.46618357487922707,0
1,0.0,0,2,0.0,0,0,492,689,0.7130434782608696,0
1,0.29,0,2,0.0,0,0,167,164,1.0121212121212122,0
1,0.0,0,1,0.0,0,0,765,424,1.8,0
1,0.18,0,2,0.0,0,0,45,80,0.5555555555555556,0
1,0.0,0,1,0.0,0,0,634,719,0.8805555555555555,0
1,0.0,0,4,0.0,0,0,1383,7500,0.18437541661111853,0
1,0.0,0,1,0.0,0,0,650,703,0.9232954545454546,0
1,0.0,0,2,0.0,0,0,484,3296,0.14680012132241432,0
1,0.0,0,3,0.0,0,0,200,270,0.7380073800738007,0
1,0.0,0,2,0.0,0,0,192,65,2.909090909090909,0
1,0.0,0,0,0.0,0,0,553,610,0.9050736497545008,0
1,0.0,0,2,0.0,0,0,27477,7202,3.8146605581007913,0
1,0.0,0,1,0.0,0,0,1057,524,2.013333333333333,0
1,0.0,0,3,0.0,0,0,413,138,2.971223021582734,0
1,0.0,0,0,0.0,0,0,389,806,0.48203221809169766,0
1,0.0,0,12,0.0,0,0,941,1208,0.7783291976840364,0
1,0.0,0,2,0.0,0,0,2598,802,3.2353673723536738,0
1,0.0,0,2,0.0,0,0,622,475,1.3067226890756303,0
1,0.36,0,5,0.0,0,0,216,305,0.7058823529411765,0
1,0.22,0,2,0.0,0,0,881,375,2.3430851063829787,0
1,0.08,0,2,0.0,0,0,870,72,11.917808219178083,0
1,0.0,0,2,0.0,0,0,265,371,0.7123655913978495,0
1,0.15,0,2,0.0,0,0,1204,633,1.8990536277602523,0
1,0.0,0,1,0.0,0,0,655,1016,0.6440511307767945,0
1,0.0,0,2,0.0,0,0,483,1216,0.39687756778964667,0
1,0.0,0,3,0.0,0,0,1204,2928,0.4110617958347559,0
1,0.0,0,2,0.0,0,0,408,635,0.6415094339622641,0
1,0.0,0,2,0.0,0,0,303,417,0.7248803827751196,0
1,0.09,0,1,0.0,0,0,229,383,0.5963541666666666,0
1,0.0,0,2,0.0,0,0,255,535,0.47574626865671643,0
1,0.0,0,3,0.0,0,0,87,399,0.2175,0
1,0.0,0,6,0.0,0,0,326946,3,81736.5,0
1,0.0,0,0,0.0,0,0,167,387,0.43041237113402064,0
1,0.0,0,2,0.0,0,0,1247,1196,1.0417710944026735,0
1,0.0,0,1,0.0,0,0,585,1364,0.42857142857142855,0
1,0.0,0,1,0.0,0,0,135,232,0.5793991416309013,0
0,0.0,0,0,0.0,0,0,533,1060,0.5023562676720076,0
1,0.0,0,2,0.0,0,0,1158,3932,0.2944317315026697,0
1,0.0,0,10,0.0,0,0,45834,280,163.1103202846975,0
1,0.09,0,5,0.0,0,0,3003,455,6.5855263157894735,0
1,0.0,0,2,0.0,0,0,1358,127,10.609375,0
1,0.0,0,2,0.0,0,0,6741307,111,60190.24107142857,0
1,0.0,0,2,0.0,0,0,732075,363,2011.1950549450548,0
1,0.0,0,2,0.0,0,0,373,360,1.0332409972299168,0
1,0.0,0,3,0.0,0,0,162,311,0.5192307692307693,0
1,0.0,0,1,0.0,0,0,309,364,0.8465753424657534,0
1,0.0,0,2,0.0,0,0,135,176,0.7627118644067796,0
1,0.0,0,2,0.0,0,0,244,172,1.4104046242774566,0
1,0.18,0,1,0.0,0,0,67,149,0.44666666666666666,0
1,0.0,0,2,0.0,0,0,984,76,12.779220779220779,0
1,0.0,0,4,0.25,0,0,781,529,1.4735849056603774,0
1,0.0,0,1,0.33,0,0,1761,905,1.9437086092715232,0
1,0.14,0,2,0.0,0,0,318,523,0.6068702290076335,0
1,0.0,0,2,0.0,0,0,5282,652,8.088820826952526,0
1,0.0,0,2,0.0,0,0,5282,652,8.088820826952526,0
1,0.0,0,2,0.0,0,0,228,238,0.9539748953974896,0
1,0.0,0,2,0.0,0,0,393,502,0.7813121272365805,0
1,0.0,0,2,0.0,0,0,875,754,1.1589403973509933,0
1,0.0,0,1,0.0,0,0,3896490,351,11069.573863636364,0
1,0.0,0,1,0.0,0,0,106,133,0.7910447761194029,0
1,0.08,0,2,0.0,0,0,206,32,6.242424242424242,0
1,0.0,0,0,0.0,0,0,259,1371,0.18877551020408162,0
1,0.0,0,1,0.0,0,0,1013,996,1.0160481444332998,0
1,0.11,0,4,0.0,0,0,738,544,1.3541284403669724,0
1,0.0,0,2,0.0,0,0,2441,396,6.148614609571789,0
1,0.0,0,2,0.0,0,0,416,292,1.4197952218430034,0
1,0.0,0,2,0.0,0,0,516,463,1.1120689655172413,0
1,0.0,0,2,0.0,0,0,8711,345,25.17630057803468,0
1,0.0,0,2,0.0,0,0,433,584,0.7401709401709402,0
1,0.0,0,2,0.0,0,0,18515,1000,18.496503496503497,0
1,0.0,0,2,0.0,0,0,70,67,1.0294117647058822,0
1,0.22,0,3,0.0,0,0,5863,157,37.107594936708864,0
1,0.36,0,2,0.0,0,0,1677,716,2.3389121338912133,0
1,0.0,0,0,0.0,0,0,617,272,2.26007326007326,0
1,0.0,0,2,0.0,0,0,31182,414,75.13734939759036,0
1,0.0,0,2,0.0,0,0,1152,292,3.931740614334471,0
1,0.15,0,1,0.0,0,0,8578,164,51.987878787878785,0
1,0.0,0,1,0.0,0,0,4347,748,5.803738317757009,0
1,0.0,0,1,0.0,0,0,319,335,0.9494047619047619,0
1,0.0,0,1,0.0,0,0,189,177,1.0617977528089888,0
1,0.18,0,1,0.0,0,0,11204,124,89.632,0
1,0.0,0,3,0.0,0,0,419,271,1.5404411764705883,0
1,0.0,0,2,0.0,0,0,81,268,0.30111524163568776,0
1,0.0,0,1,0.0,0,0,947,582,1.6243567753001715,0
1,0.0,0,2,0.0,0,0,206,333,0.6167664670658682,0
1,0.18,0,3,0.0,0,0,392,237,1.6470588235294117,0
1,0.22,0,5,0.0,0,0,4177,3678,1.1353628703452026,0
1,0.17,0,2,0.0,0,0,265,321,0.8229813664596274,0
1,0.0,0,2,0.0,0,0,425,917,0.46296296296296297,0
1,0.0,0,3,0.0,0,0,150,178,0.8379888268156425,0
1,0.0,0,2,0.0,0,0,711,673,1.0548961424332344,0
1,0.0,0,2,0.0,0,0,89,121,0.7295081967213115,0
1,0.0,0,2,0.0,0,0,96,50,1.8823529411764706,0
1,0.0,0,1,0.0,0,1,77,107,0.7129629629629629,0
1,0.0,0,2,0.0,0,0,195,395,0.49242424242424243,0
1,0.0,0,2,0.0,0,0,9,13,0.6428571428571429,0
1,0.0,0,1,0.0,0,0,10794,3164,3.41042654028436,0
1,0.19,0,0,0.0,0,0,104,15,6.5,0
1,0.0,0,0,0.0,0,0,318,569,0.5578947368421052,0
1,0.18,0,1,0.0,0,0,355,137,2.572463768115942,0
1,0.31,0,1,0.0,0,0,99,488,0.20245398773006135,0
1,0.0,0,0,0.0,0,0,300,372,0.8042895442359249,0
1,0.15,0,1,0.0,0,0,139,61,2.2419354838709675,0
1,0.0,0,2,0.0,0,0,13,77,0.16666666666666666,0
1,0.0,0,1,0.0,0,0,428,333,1.281437125748503,0
1,0.0,0,1,0.0,0,0,494,545,0.9047619047619048,0
1,0.0,0,1,0.0,0,0,68,87,0.7727272727272727,0
1,0.0,0,2,0.0,0,0,205558,53,3806.6296296296296,0
1,0.0,0,2,0.0,0,0,668,609,1.0950819672131147,0
1,0.0,0,2,0.0,0,0,1456,555,2.618705035971223,0
1,0.0,0,2,0.0,0,0,254,345,0.7341040462427746,0
1,0.0,0,2,0.0,0,0,1070,1072,0.9972041006523765,0
1,0.17,0,2,0.0,0,0,1167,618,1.8852988691437802,0
1,0.08,0,2,0.0,0,0,346,426,0.810304449648712,0
1,0.0,0,2,0.0,0,0,268,370,0.7223719676549866,0
1,0.0,0,3,0.0,0,0,537,1002,0.5353938185443669,0
1,0.0,0,2,0.0,0,0,1504,52,28.37735849056604,0
1,0.0,0,2,0.0,0,0,104,119,0.8666666666666667,0
1,0.0,0,2,0.0,0,0,380,462,0.8207343412526998,0
1,0.0,0,3,0.0,0,0,257,346,0.7406340057636888,0
1,0.3,0,2,0.0,0,0,1456,1200,1.212323064113239,0
1,0.0,0,0,0.0,0,0,265,264,1.0,0
1,0.0,0,1,0.0,0,0,1051,694,1.5122302158273382,0
1,0.07,0,2,0.0,0,0,178,81,2.1707317073170733,0
1,0.0,0,1,0.0,0,0,668,294,2.2644067796610168,0
1,0.0,0,2,0.0,0,0,37,22,1.608695652173913,0
1,0.0,0,2,0.0,0,0,56,114,0.48695652173913045,0
0,0.22,0,1,0.0,0,0,90,333,0.2694610778443114,1
0,0.38,0,1,0.0,0,0,60,31,1.875,1
0,0.43,0,1,0.0,0,0,271,445,0.6076233183856502,1
1,0.0,0,0,0.0,0,0,1,80,0.012345679012345678,1
1,0.5,0,3,0.0,0,0,158,309,0.5096774193548387,1
0,0.31,0,2,0.0,0,0,39,64,0.6,1
0,0.0,0,1,0.0,0,0,0,853,0.0,1
1,0.25,0,1,0.0,0,0,0,23,0.0,1
0,0.33,0,1,0.0,0,0,10,18,0.5263157894736842,1
0,0.33,0,1,0.0,0,0,1,34,0.02857142857142857,1
0,0.0,0,1,0.0,0,0,1,8,0.1111111111111111,1
0,0.18,0,1,0.0,0,0,5,10,0.45454545454545453,1
0,0.5,0,1,0.0,0,0,18,58,0.3050847457627119,1
1,0.5,0,1,0.0,0,0,12,77,0.15384615384615385,1
0,0.5,0,1,0.0,0,0,6,37,0.15789473684210525,1
1,0.57,0,1,0.0,0,0,47,10,4.2727272727272725,1
0,0.45,0,3,0.0,0,0,33,4,6.6,1
0,0.5,0,1,0.0,0,0,4,279,0.014285714285714285,1
0,0.0,0,1,0.0,0,0,107,42,2.488372093023256,1
1,0.88,0,1,0.0,0,0,8,60,0.13114754098360656,1
0,0.0,0,1,0.0,0,0,48,6,6.857142857142857,1
1,0.0,0,1,0.0,0,0,5,48,0.10204081632653061,1
0,0.0,0,1,0.0,0,0,0,802,0.0,1
0,0.55,0,1,0.0,0,0,26,46,0.5531914893617021,1
0,0.07,0,1,0.0,0,0,0,601,0.0,1
1,0.8,0,1,0.0,0,0,76,168,0.44970414201183434,1
0,0.0,0,1,0.4,0,0,165,689,0.2391304347826087,1
0,0.0,0,1,0.0,0,0,115,230,0.49783549783549785,1
0,0.4,0,1,0.0,0,0,24,49,0.48,1
0,0.33,0,1,0.0,0,0,40,236,0.16877637130801687,1
0,0.0,0,1,0.0,0,0,32,52,0.6037735849056604,1
0,0.33,0,1,0.33,0,1,0,35,0.0,1
0,0.36,0,1,0.0,0,0,21,44,0.4666666666666667,1
1,0.0,0,1,0.0,0,1,15,41,0.35714285714285715,1
1,0.25,0,1,0.0,0,0,4,3,1.0,1
1,0.44,0,1,0.0,0,0,0,229,0.0,1
1,0.3,0,0,0.0,0,0,316,1165,0.27101200686106347,1
0,0.0,0,1,0.0,0,0,3,1,1.5,1
0,0.0,0,2,0.0,0,0,2,30,0.06451612903225806,1
1,0.29,0,2,0.0,0,0,221,244,0.9020408163265307,1
0,0.0,0,1,0.0,0,0,181,935,0.19337606837606838,1
0,0.0,0,2,0.0,0,0,9,167,0.05357142857142857,1
0,0.67,0,1,0.0,0,0,2,0,2.0,1
1,0.31,0,1,0.31,0,1,25,86,0.28735632183908044,1
1,0.0,0,3,0.0,0,0,26,129,0.2,1
1,0.89,0,1,0.89,0,0,15,305,0.049019607843137254,1
1,0.0,0,1,0.0,0,0,59,48,1.2040816326530612,1
0,0.2,0,1,0.2,0,1,7,47,0.14583333333333334,1
0,0.0,0,1,0.0,0,0,51,41,1.2142857142857142,1
1,0.0,0,0,0.0,0,0,25,39,0.625,1
1,0.18,0,1,0.0,0,0,864,3646,0.23690704688785302,1
1,0.0,0,0,0.0,0,0,73,35,2.0277777777777777,1
1,0.38,0,1,0.4,0,0,184,170,1.0760233918128654,1
1,0.43,0,1,0.0,0,0,161,333,0.4820359281437126,1
1,0.22,0,1,0.22,0,1,42,694,0.060431654676258995,1
1,0.0,0,1,0.0,0,0,279,1124,0.248,1
1,0.24,0,1,0.24,0,1,18,106,0.16822429906542055,1
1,0.5,0,0,0.0,0,0,34,108,0.3119266055045872,1
0,0.0,0,1,0.0,0,0,42,26,1.5555555555555556,1
1,0.16,0,0,0.0,0,0,1,13,0.07142857142857142,1
0,0.89,0,0,0.0,0,0,38,68,0.5507246376811594,1
1,0.58,0,1,0.36,0,0,34,44,0.7555555555555555,1
1,0.29,0,1,0.0,0,0,23,151,0.1513157894736842,1
1,0.3,0,1,0.0,0,0,23,37,0.6052631578947368,1
0,0.4,0,1,0.0,0,0,25,28,0.8620689655172413,1
1,0.0,0,0,0.0,0,0,13,38,0.3333333333333333,1
0,0.25,0,1,0.0,0,0,64,60,1.0491803278688525,1
0,0.36,0,1,0.0,0,0,90,69,1.2857142857142858,1
0,0.33,0,2,0.0,0,0,82,6,11.714285714285714,1
0,0.0,0,0,0.0,0,0,140,319,0.4375,1
0,0.36,0,1,0.0,0,0,0,29,0.0,1
1,0.3,0,1,0.0,0,0,51,420,0.12114014251781473,1
0,0.33,0,1,0.38,0,0,21,733,0.02861035422343324,1
1,0.38,0,1,0.0,0,0,5,121,0.040983606557377046,1
1,0.4,0,1,0.0,0,0,21,45,0.45652173913043476,1
0,0.57,0,0,0.0,0,0,124,249,0.496,1
0,0.22,0,1,0.0,0,0,5,56,0.08771929824561403,1
0,0.64,0,2,0.0,0,0,42,46,0.8936170212765957,1
0,0.31,0,1,0.31,0,1,32,25,1.2307692307692308,1
0,0.0,0,1,0.0,0,0,0,71,0.0,1
0,0.25,0,1,0.0,0,0,0,0,0.0,1
1,0.12,0,1,0.0,0,0,10,104,0.09523809523809523,1
1,0.38,0,1,0.0,0,0,19,31,0.59375,1
0,0.31,0,1,0.0,0,0,138,99,1.38,1
0,0.2,0,0,0.0,0,0,11,157,0.06962025316455696,1
0,0.0,0,1,0.0,0,0,1,64,0.015384615384615385,1
0,0.42,0,1,0.0,0,0,39,40,0.9512195121951219,1
1,0.57,0,1,0.0,0,0,9,82,0.10843373493975904,1
0,0.0,0,0,0.0,0,0,589,2980,0.19758470311975848,1
1,0.0,0,2,0.0,0,0,143,500,0.28542914171656686,1
0,0.0,0,3,0.0,0,0,0,130,0.0,1
0,0.21,0,1,0.0,0,0,124,135,0.9117647058823529,1
1,0.07,0,0,0.0,0,0,12,192,0.06217616580310881,1
0,0.42,0,1,0.0,0,0,16,36,0.43243243243243246,1
0,0.21,0,1,0.0,0,0,1,2,0.3333333333333333,1
0,0.0,0,2,0.0,0,0,0,71,0.0,1
0,0.0,0,1,0.0,0,0,26,8,2.888888888888889,1
1,0.14,0,3,0.0,0,0,57,167,0.3392857142857143,1
0,0.15,0,2,0.0,0,0,13,22,0.5652173913043478,1
1,0.0,0,4,0.0,0,0,1031,208,4.9330143540669855,1
1,0.33,0,2,0.0,0,0,70,64,1.0769230769230769,1
1,0.18,0,1,0.0,0,0,0,8,0.0,1
1,0.3,0,1,0.0,0,0,46,92,0.4946236559139785,1
1,0.43,0,2,0.0,0,0,834,4118,0.202476329206118,1
0,0.0,0,2,0.0,0,0,389,392,0.989821882951654,1
0,0.33,0,1,0.0,0,0,23,40,0.5609756097560976,1
0,0.0,0,1,0.0,0,0,5,82,0.060240963855421686,1
0,0.71,0,0,0.0,0,0,4,25,0.15384615384615385,1
0,0.5,0,1,0.0,0,0,17,44,0.37777777777777777,1
1,0.25,0,1,0.0,0,0,182,227,0.7982456140350878,1
0,0.5,0,1,0.33,0,0,43,123,0.3467741935483871,1
0,0.29,0,1,0.0,0,0,77,8,8.555555555555555,1
0,0.09,0,1,0.0,0,0,32,87,0.36363636363636365,1
0,0.25,0,1,0.0,0,0,0,11,0.0,1
0,0.33,0,1,0.33,0,1,53,303,0.17434210526315788,1
1,0.14,0,2,0.0,0,0,67,90,0.7362637362637363,1
1,0.0,0,3,0.0,0,0,122,336,0.3620178041543027,1
0,0.0,0,2,0.0,0,0,18,49,0.36,1
0,0.4,0,1,0.0,0,0,24,88,0.2696629213483146,1
1,0.0,0,1,0.0,0,0,35,136,0.25547445255474455,1
1,0.4,0,1,0.4,0,1,119,151,0.7828947368421053,1
1,0.1,0,1,0.0,0,0,6,24,0.24,1
0,0.43,0,1,0.4,0,0,34,26,1.2592592592592593,1
1,0.44,0,2,0.0,0,0,53,137,0.38405797101449274,1
1,0.33,0,0,0.0,0,0,818,618,1.321486268174475,1
1,0.0,0,3,0.0,0,0,82,74,1.0933333333333333,1
1,0.38,0,2,0.0,0,0,40,233,0.17094017094017094,1
1,0.4,0,0,0.0,0,0,21,76,0.2727272727272727,1
1,0.33,0,1,0.0,0,0,59,38,1.5128205128205128,1
1,0.12,0,1,0.0,0,0,102,109,0.9272727272727272,1
1,0.29,0,0,0.0,0,0,576,474,1.2126315789473685,1
0,0.57,0,2,0.4,0,0,19,16,1.1176470588235294,1
1,0.0,0,1,0.0,0,0,310,894,0.3463687150837989,1
0,0.0,0,1,0.0,0,0,15,4,3.0,1
1,0.07,0,1,0.0,0,0,47,98,0.47474747474747475,1
1,0.0,0,1,0.0,0,1,88,61,1.4193548387096775,1
1,0.27,0,1,0.0,0,0,51,59,0.85,1
1,0.0,0,2,0.0,0,0,505,2330,0.21664521664521663,1
1,0.36,0,1,0.0,0,0,159,433,0.3663594470046083,1
1,0.29,0,1,0.33,0,0,77,1269,0.06062992125984252,1
1,0.83,0,1,0.0,0,0,61,76,0.7922077922077922,1
1,0.38,0,1,0.33,0,0,11,60,0.18032786885245902,1
0,0.58,0,1,0.0,0,0,49,22,2.130434782608696,1
0,0.0,0,1,0.0,0,0,15,595,0.025167785234899327,1
1,0.2,0,2,0.0,0,0,1,9,0.1,1
0,0.0,0,1,0.0,0,0,17,1,8.5,1
0,0.29,0,2,0.0,0,0,15,1,7.5,1
1,0.25,0,1,0.0,0,0,358,1990,0.17980914113510799,1
0,0.25,0,1,0.0,0,0,20,7,2.5,1
0,0.0,0,1,0.0,0,0,50,32,1.5151515151515151,1
0,0.0,0,1,0.0,0,0,57,76,0.7402597402597403,1
0,0.31,0,1,0.0,0,0,12,15,0.75,1
1,0.67,0,1,0.0,0,0,218,792,0.27490542244640603,1
0,0.47,0,1,0.0,0,0,16,23,0.6666666666666666,1
0,0.36,0,1,0.0,0,0,39,17,2.1666666666666665,1
0,0.0,0,1,0.0,0,0,15,1,7.5,1
0,0.33,0,1,0.0,0,0,85,638,0.13302034428794993,1
0,0.33,0,1,0.0,0,0,77,747,0.10294117647058823,1
0,0.55,0,2,0.0,0,0,49,82,0.5903614457831325,1
0,0.27,0,1,0.27,0,1,16,24,0.64,1
0,0.44,0,1,0.0,0,0,8,6,1.1428571428571428,1
0,0.44,0,1,0.0,0,0,34,22,1.4782608695652173,1
0,0.33,0,1,0.0,0,0,49,0,49.0,1
0,0.0,0,2,0.0,0,0,15,5,2.5,1
0,0.25,0,1,0.0,0,0,92,403,0.22772277227722773,1
1,0.91,0,1,0.0,0,0,75,26,2.7777777777777777,1
1,0.12,0,1,0.0,0,0,23,26,0.8518518518518519,1
0,0.25,0,1,0.0,0,0,7,20,0.3333333333333333,1
0,0.28,0,1,0.24,0,0,86,0,86.0,1
0,0.38,0,1,0.0,0,0,3,11,0.25,1
0,0.57,0,2,0.0,0,0,12,30,0.3870967741935484,1
1,0.44,0,1,0.0,0,0,14,56,0.24561403508771928,1
0,0.44,0,1,0.0,0,0,16,27,0.5714285714285714,1
0,0.44,0,1,0.0,0,0,17,20,0.8095238095238095,1
0,0.57,0,2,0.0,0,0,50,49,1.0,1
0,0.54,0,1,0.0,0,0,136,1029,0.13203883495145632,1
1,0.43,0,1,0.0,0,0,178,1417,0.12552891396332863,1
0,0.89,0,0,0.0,0,0,50,39,1.25,1
1,0.38,0,1,0.0,0,0,207,2426,0.08529048207663782,1
0,0.0,0,1,0.0,0,1,16,26,0.5925925925925926,1
0,0.14,0,1,0.0,0,0,49,2,16.333333333333332,1
0,0.2,0,1,0.33,0,0,49,12,3.769230769230769,1
0,0.1,0,0,0.0,0,0,37,4,7.4,1
0,0.5,0,1,0.4,0,0,21,0,21.0,1
0,0.44,0,2,0.0,0,0,46,4,9.2,1
0,0.0,0,1,0.0,0,0,44,45,0.9565217391304348,1
0,0.13,0,2,0.0,0,0,42,240,0.17427385892116182,1
1,0.91,0,1,0.0,0,0,75,26,2.7777777777777777,1
0,0.08,0,1,0.0,0,0,115,289,0.39655172413793105,1
0,0.88,0,1,1.0,0,0,53,66,0.7910447761194029,1
0,0.67,0,1,0.0,0,0,32,23,1.3333333333333333,1
0,0.44,0,1,0.0,0,0,39,153,0.2532467532467532,1
0,0.18,0,1,0.0,0,0,3033,1155,2.6237024221453287,1
0,0.25,0,1,0.0,0,0,3003,825,3.635593220338983,1
1,0.33,0,2,0.22,0,0,210,1543,0.13601036269430053,1
0,0.33,0,1,0.0,0,0,201,812,0.24723247232472326,1
0,0.0,0,2,0.0,0,0,351,2663,0.13175675675675674,1
0,0.43,0,1,0.0,0,0,52,16,3.0588235294117645,1
0,0.25,0,1,0.18,0,0,156,423,0.36792452830188677,1
0,0.43,0,2,0.0,0,0,85,477,0.17782426778242677,1
0,0.24,0,1,0.0,0,0,35,38,0.8974358974358975,1
